sa2_code,sa2_name,sa3_name,sa4_name,gccsa_name,erp_2024,erp_2025,erp_change_no,erp_change_pct,area_km2,pop_density_2025
203021043,Lara,Geelong,Geelong,Rest of Vic.,22923,23952,1029,4.5,588.6,40.7
203021044,Leopold,Geelong,Geelong,Rest of Vic.,13715,13869,154,1.1,27.9,496.6
203021045,Newcomb - Moolap,Geelong,Geelong,Rest of Vic.,15140,15187,47,0.3,43.3,350.8
203021046,Newtown (Vic.),Geelong,Geelong,Rest of Vic.,10379,10393,14,0.1,5.8,1789.5
203021047,North Geelong - Bell Park,Geelong,Geelong,Rest of Vic.,15657,15724,67,0.4,21.9,716.9
203021485,Charlemont,Geelong,Geelong,Rest of Vic.,13969,15110,1141,8.2,18.1,834
203021486,Corio - Lovely Banks,Geelong,Geelong,Rest of Vic.,18450,18486,36,0.2,74.4,248.6
203021487,Grovedale - Mount Duneed,Geelong,Geelong,Rest of Vic.,27722,28585,863,3.1,37.6,760.5
203021488,Norlane,Geelong,Geelong,Rest of Vic.,8906,8833,-73,-0.8,6.5,1366.8
203031048,Clifton Springs,Surf Coast - Bellarine Peninsula,Geelong,Rest of Vic.,17695,17912,217,1.2,65.1,274.9
203031049,Lorne - Anglesea,Surf Coast - Bellarine Peninsula,Geelong,Rest of Vic.,6261,6307,46,0.7,448,14.1
203031051,Portarlington,Surf Coast - Bellarine Peninsula,Geelong,Rest of Vic.,10599,10874,275,2.6,71.9,151.3
203031052,Point Lonsdale - Queenscliff,Surf Coast - Bellarine Peninsula,Geelong,Rest of Vic.,5862,6053,191,3.3,61.7,98.1
203031053,Torquay,Surf Coast - Bellarine Peninsula,Geelong,Rest of Vic.,26368,26581,213,0.8,126.3,210.4
203031489,Barwon Heads - Armstrong Creek,Surf Coast - Bellarine Peninsula,Geelong,Rest of Vic.,14374,15749,1375,9.6,88.2,178.5
203031490,Ocean Grove,Surf Coast - Bellarine Peninsula,Geelong,Rest of Vic.,20456,20792,336,1.6,68.8,302.3
204011054,Alexandra,Upper Goulburn Valley,Hume,Rest of Vic.,6836,6849,13,0.2,2119,3.2
204011055,Euroa,Upper Goulburn Valley,Hume,Rest of Vic.,6859,6880,21,0.3,2057.9,3.3
204011056,Kilmore - Broadford,Upper Goulburn Valley,Hume,Rest of Vic.,16450,16694,244,1.5,461.5,36.2
204011057,Mansfield (Vic.),Upper Goulburn Valley,Hume,Rest of Vic.,11117,11324,207,1.9,3927.9,2.9
204011058,Nagambie,Upper Goulburn Valley,Hume,Rest of Vic.,4811,4936,125,2.6,1294.3,3.8
204011059,Seymour,Upper Goulburn Valley,Hume,Rest of Vic.,6816,6911,95,1.4,79.3,87.1
204011060,Seymour Surrounds,Upper Goulburn Valley,Hume,Rest of Vic.,4446,4488,42,0.9,1688.8,2.7
204011061,Upper Yarra Valley,Upper Goulburn Valley,Hume,Rest of Vic.,246,236,-10,-4.1,856.3,0.3
204011062,Yea,Upper Goulburn Valley,Hume,Rest of Vic.,4331,4368,37,0.9,1474.3,3
204021063,Benalla,Wangaratta - Benalla,Hume,Rest of Vic.,10833,10861,28,0.3,315.3,34.4
204021064,Benalla Surrounds,Wangaratta - Benalla,Hume,Rest of Vic.,3808,3809,1,0,2105.3,1.8
204021065,Rutherglen,Wangaratta - Benalla,Hume,Rest of Vic.,4108,4120,12,0.3,479.8,8.6
204021066,Wangaratta,Wangaratta - Benalla,Hume,Rest of Vic.,19988,20019,31,0.2,57.6,347.7
204021067,Wangaratta Surrounds,Wangaratta - Benalla,Hume,Rest of Vic.,10050,10070,20,0.2,3587.5,2.8
204031068,Beechworth,Wodonga - Alpine,Hume,Rest of Vic.,4933,4962,29,0.6,371.3,13.4
204031069,Bright - Mount Beauty,Wodonga - Alpine,Hume,Rest of Vic.,8897,8976,79,0.9,4253.7,2.1
204031070,Chiltern - Indigo Valley,Wodonga - Alpine,Hume,Rest of Vic.,3220,3257,37,1.1,513.1,6.3
204031071,Myrtleford,Wodonga - Alpine,Hume,Rest of Vic.,4606,4635,29,0.6,553.4,8.4
204031072,Towong,Wodonga - Alpine,Hume,Rest of Vic.,6141,6155,14,0.2,6668.9,0.9
204031073,West Wodonga,Wodonga - Alpine,Hume,Rest of Vic.,15457,15495,38,0.2,153.9,100.7
204031075,Yackandandah,Wodonga - Alpine,Hume,Rest of Vic.,5434,5498,64,1.2,708.2,7.8
204031491,Baranduda - Leneva,Wodonga - Alpine,Hume,Rest of Vic.,14055,14578,523,3.7,248.8,58.6
204031492,Wodonga,Wodonga - Alpine,Hume,Rest of Vic.,14691,14644,-47,-0.3,30.3,483.1
205011076,Drouin,Baw Baw,Latrobe - Gippsland,Rest of Vic.,21760,22118,358,1.6,326.8,67.7
205011077,Mount Baw Baw Region,Baw Baw,Latrobe - Gippsland,Rest of Vic.,6716,6750,34,0.5,2753.3,2.5
205011078,Trafalgar (Vic.),Baw Baw,Latrobe - Gippsland,Rest of Vic.,8563,8618,55,0.6,501.5,17.2
205011079,Warragul,Baw Baw,Latrobe - Gippsland,Rest of Vic.,24850,25392,542,2.2,352.2,72.1
205021080,Alps - East,Gippsland - East,Latrobe - Gippsland,Rest of Vic.,0,0,0,0,2071.3,0
205021081,Bairnsdale,Gippsland - East,Latrobe - Gippsland,Rest of Vic.,15724,15917,193,1.2,155,102.7
205021082,Bruthen - Omeo,Gippsland - East,Latrobe - Gippsland,Rest of Vic.,8554,8651,97,1.1,7377.4,1.2
205021083,Lake King,Gippsland - East,Latrobe - Gippsland,Rest of Vic.,0,0,0,0,93.9,0
205021084,Lakes Entrance,Gippsland - East,Latrobe - Gippsland,Rest of Vic.,11259,11331,72,0.6,214,52.9
205021085,Orbost,Gippsland - East,Latrobe - Gippsland,Rest of Vic.,6671,6727,56,0.8,11383.7,0.6
205021086,Paynesville,Gippsland - East,Latrobe - Gippsland,Rest of Vic.,7113,7190,77,1.1,417.9,17.2
205031087,Foster,Gippsland - South West,Latrobe - Gippsland,Rest of Vic.,9574,9631,57,0.6,1498.8,6.4
205031088,French Island,Gippsland - South West,Latrobe - Gippsland,Rest of Vic.,138,133,-5,-3.6,170.2,0.8
205031089,Korumburra,Gippsland - South West,Latrobe - Gippsland,Rest of Vic.,9944,10007,63,0.6,600.7,16.7
205031090,Leongatha,Gippsland - South West,Latrobe - Gippsland,Rest of Vic.,11636,11699,63,0.5,801,14.6
205031091,Phillip Island,Gippsland - South West,Latrobe - Gippsland,Rest of Vic.,14503,14795,292,2,100.6,147.1
205031092,Wilsons Promontory,Gippsland - South West,Latrobe - Gippsland,Rest of Vic.,15,15,0,0,481.5,0
205031093,Wonthaggi - Inverloch,Gippsland - South West,Latrobe - Gippsland,Rest of Vic.,28729,29333,604,2.1,728.8,40.3
205041094,Churchill,Latrobe Valley,Latrobe - Gippsland,Rest of Vic.,12189,12325,136,1.1,796.5,15.5
205041095,Moe - Newborough,Latrobe Valley,Latrobe - Gippsland,Rest of Vic.,17450,17640,190,1.1,105.3,167.5
205041096,Morwell,Latrobe Valley,Latrobe - Gippsland,Rest of Vic.,14470,14487,17,0.1,85.5,169.5
205041098,Yallourn North - Glengarry,Latrobe Valley,Latrobe - Gippsland,Rest of Vic.,4909,4972,63,1.3,342.7,14.5
205041493,Traralgon - East,Latrobe Valley,Latrobe - Gippsland,Rest of Vic.,12213,12362,149,1.2,108.3,114.1
205041494,Traralgon - West,Latrobe Valley,Latrobe - Gippsland,Rest of Vic.,17158,17236,78,0.5,41.3,416.9
205051099,Alps - West,Wellington,Latrobe - Gippsland,Rest of Vic.,23,23,0,0,2955.7,0
205051100,Longford - Loch Sport,Wellington,Latrobe - Gippsland,Rest of Vic.,4967,4993,26,0.5,1610.8,3.1
205051101,Maffra,Wellington,Latrobe - Gippsland,Rest of Vic.,15388,15549,161,1,2532.3,6.1
205051102,Rosedale,Wellington,Latrobe - Gippsland,Rest of Vic.,4893,5020,127,2.6,968.5,5.2
205051103,Sale,Wellington,Latrobe - Gippsland,Rest of Vic.,15270,15232,-38,-0.2,45.6,334
205051104,Yarram,Wellington,Latrobe - Gippsland,Rest of Vic.,5598,5587,-11,-0.2,1931.9,2.9
206011106,Brunswick East,Brunswick - Coburg,Melbourne - Inner,Greater Melbourne,14328,14693,365,2.5,2.2,6776.6
206011107,Brunswick West,Brunswick - Coburg,Melbourne - Inner,Greater Melbourne,15538,15988,450,2.9,3.2,5028.5
206011109,Pascoe Vale South,Brunswick - Coburg,Melbourne - Inner,Greater Melbourne,10831,10907,76,0.7,3,3649.4
206011495,Brunswick - North,Brunswick - Coburg,Melbourne - Inner,Greater Melbourne,14474,15255,781,5.4,2.4,6332.2
206011496,Brunswick - South,Brunswick - Coburg,Melbourne - Inner,Greater Melbourne,15081,15366,285,1.9,2.7,5621.6
206011497,Coburg - East,Brunswick - Coburg,Melbourne - Inner,Greater Melbourne,13887,14457,570,4.1,3.7,3858.2
206011498,Coburg - West,Brunswick - Coburg,Melbourne - Inner,Greater Melbourne,14767,14989,222,1.5,3.2,4702.3
206021110,Alphington - Fairfield,Darebin - South,Melbourne - Inner,Greater Melbourne,9653,9749,96,1,2.9,3378.9
